"pid","title","short_name","description","link","screenshot_url","status","type","terms","changed"
"211","Disqus","disqus","<p>: I pledge that  will have a full Drupal 7 release on the day Drupal 7 is released.</p><p>Uses the  comment system to enhance comments on Drupal websites.</p>","http://drupal.org/project/disqus","http://drupal.org/files/images/disqus-logo.png","1","Modules","Modules","1272530864"
"212","Submitted By","submitted_by","<p>A small module that lets you control the format of the ""Submitted by"" information on your content per content type. It adds a fieldset to your node edit form called Appearance that lets you put in a tokenized pattern for the text you want to display.</p><p>Depends on  module.  : This module does not create any data; rather it relies on other modules providing that data through Token.</p>","http://drupal.org/project/submitted_by","http://drupal.org/files/images/submitted_by-fieldset.thumbnail.png","1","Modules","Modules","1272530864"
"213","AD The Morning After","ad_the-morning-after","<p></p><p>Features:</p><p>This theme is based upon the Wordpress theme .</p><p>Note: Version 5 is maintained but no new features are being added. Development is with version 6.</p>","http://drupal.org/project/ad_the-morning-after","http://drupal.org/files/images/screenshot_14.thumbnail.png","1","Themes","Themes","1272530864"
"214","Basic","basic","<p>This theme was originally developed for internal use at  for client projects. Originally a stripped down version of the , basic has now become its own concept of a theme starter. Basic boasts a clean HTML structure with extensible CSS classes and ID's for unlimited theming possibilities as well as a top-down load order for improved SEO.</p><p>Basic's goal is to provide themers the building blocks needed to get their designs up and running  and .</p><p>Basic is perfect if you want a simple, smart, and flexible theme starter.</p><p>I've recently committed a Drupal 6 version of Basic to a github.com repo. If you'd like the latest version, please download from</p>","http://drupal.org/project/basic","http://drupal.org/files/images/basic-illu_1.thumbnail.gif","1","Themes","Themes","1272530864"
"215","File MIME","filemime","<p>Drupal determines the MIME type of each uploaded file by applying a MIME extension mapping to the file name.  The default mapping is hard-coded in the .</p><p>The File MIME module allows site administrators to replace the built-in mapping.  For example, you may wish to serve .flac files as audio/x-flac rather than application/x-flac.</p><p>On the File MIME settings page, the custom mapping can be extracted from the server's mime.types file and/or configured via a text field.</p><p>Uninstalling this module will delete the mime_extension_mapping variable, thus restoring Drupal's built-in mapping.</p>","http://drupal.org/project/filemime","","1","Modules","Modules","1272530864"
"216","Abessive","abessive","<p>Welcome to .  is a word in English relating to grammar and has foundations in the Latin  meaning . I chose this name because this theme is (almost) absent of images. The only image is uses is the core/default images for bullet points.</p><p>The theme automatically adjusts to be 1, 2 or 3 columns, depending on if any blocks are visible in those columns, and has CSS rounded corners. By this I mean each ""block"" (be it header, footer, content or an actual block) has all 4 corners rounded using a CSS trick which works in all browsers.</p><p>Abessive is floating width and each ""block"" has a slight gradient at the top and bottom with the rounded corners.</p><p>The theme has been tested on Firefox 2 and 3, IE 7, Opera 9, Chrome and Safari 3 and works perfectly (as far as I know) in all of them.
This theme  works in IE6. There is one bugs I am unable to fix (The left column keeps moving randomly for some reason).</p><p>The theme also passes  on the .</p><p>I've just committed the 1.4 release of Abessive for Drupal 6. In this release you can now customize the general look and feel of the site. You can control:</p>","http://drupal.org/project/abessive","http://drupal.org/files/images/abessive-screenshot.thumbnail.png","1","Themes","Themes","1272530864"
"217","Nitobe","nitobe","<p>Please  or  in the theme's issue queue asking for commit access.</p><p>Nitobe is a fixed-width, content-first theme based on the . It supports two or three column layouts in several configurations and a header image area that can be set to a fixed image or selected at random. In addition to the column region, a four region area spanning the width of the layout is provided between the content and footer regions.</p><p>The theme includes a default favicon, a custom maintenance page, a default user icon, and a variety of sample header images (940 x 118 pixels).</p>","http://drupal.org/project/nitobe","http://drupal.org/files/images/screenshot_12.thumbnail.png","1","Themes","Themes","1272530864"
"218","Tell A Friend Node","tellafriend_node","<p>This module provides a Tell A Friend node type for creating multiple tell a friend pages on a site. It was originally developed for use on  (which has now been taken down). I had looked at other sharing modules, but I wanted a module that offered some of the functionality available in online advocacy software like Convio or Kintera. There is a tellafriend module but it only offers one tellafriend page per site, and it was easier to write a new module than to try to modify and upgrade that module for this purpose.</p><p>Setting up a tell a friend page is as easy as setting up any other node. Submissions are tracked in a database table. i haven't written any reporting tools yet, so right now to get the email addresses of people who have used the page you have to go into the database and pull the data from the tellafriend_node_results table. The submissions are linked to the node id of the tell a friend page so if you are setting up a campaign you can track submissions per campaign.</p><p>I've integrated the address book import scripts from Plaxo () into the module. You have the choice of enabling or disabling this feature.</p><p>A working, live example can be seen at .
Another example can be seen at .</p><p>TO DO:</p>","http://drupal.org/project/tellafriend_node","","1","Modules","Modules","1272530864"
"219","camsel","camsel","<p>A 3 column layout with maroon and gold bars.</p><p>Supported features include logo, slogan and secondary links. Primary links can be added if there is demand (please create an issue if this is wanted).</p><p>Comments and/or suggestions are welcome.</p>","http://drupal.org/project/camsel","http://drupal.org/files/images/screenshot_15.png","1","Themes","Themes","1272530864"
"220","Code coverage","code_coverage","<p>This module allows you to determine the test coverage or your Drupal installation or a subset of that installation using the xdebug code coverage framework.</p>","http://drupal.org/project/code_coverage","","1","Modules","Modules","1272530864"
"221","Session API","session_api","<p>: I pledge that Session API will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>The Session API is a very simple set of functions that extend the core sessions workings, allowing data to be stored and associated with a user's session.</p><p>There is no need to install this module unless you are instructed to do so by another module.</p><p>Currently this module is used by</p><p>: If you make a module that uses this API, please notify me and I'll add it to the list above.</p><p>The  module is developed and maintained by .</p>","http://drupal.org/project/session_api","","1","Modules","Modules","1272530864"
"222","Fast Gallery","fast_gallery","<p></p><p>Fast Gallery is a simple, lightweight, and fast image gallery. Making albums is as easy as putting images or videos into folders and uploading them to the gallery directory. It is fast because it is not based on nodes and doesn't implement some of the more complex features of larger gallery systems.</p><p>Uses Thickbox or Lightbox as the Javascript image display interface. Lightbox slideshows are also supported. You may also turn off the Javascript display framework, in which case thumbnails are linked to the original image with no extra frills. Imagecache is supported as well, for improved thumbnail generation. If you do not have the Imagecache module installed, Fast Gallery will generate the thumbnails cache internally through PHP functions.</p><p>This module is sponsered by  and 
Special thanks to Nicholas () and for all the work and features he put into this module</p>","http://drupal.org/project/fast_gallery","","1","Modules","Modules","1272530864"
"223","Moleskine","moleskine","<p>I designed Moleskine thinking about travelling bloggers. It reffers to the  brand of notebooks, used by european artists and thinkers for the past two centuries, from Van Gogh to Picasso, from Ernest Hemingway to Bruce Chatwin.</p><p>Moleskine is a fixed, 2 columns, table-less theme,  using the  layout technique, so it's good for . It is compatible with all the core modules (no support for the color module though :) ).</p><p></p>","http://drupal.org/project/moleskine","http://drupal.org/files/images/screenshot-drupal.org_28.thumbnail.png","1","Themes","Themes","1272530864"
"224","Mailing List","mailing_list","<p>Minimalistic mailing list module. create different mailing lists/campaigns. the module would create a block in admin/build/block page and you will be able to place it anywhere on your site for people to register to a mailing list.</p><p>Then you can export subscribed emails from each mailing list to a text file (csv, excel).</p><p>features in works: - Provide email verification upon mailing list opt-in (very important for high profile sites that care about integrity of their lists). - A lot of admin user experience improvement. - more new and useful features as well as user experience improvement.</p>","http://drupal.org/project/mailing_list","","1","Modules","Modules","1272530864"
"225","FileField Paths","filefield_paths","<p>The FileField Paths module extends the default functionality of Drupals core Upload module, the FileField module and many other File Upload modules by adding the ability to use  tokens in destination paths and filenames.</p><p>In simple terms, FileField Paths allows you to automatically sort and rename your uploaded files using token based replacement patterns to maintain a nice clean filesystem.</p><p>: I pledge that FileField Paths will have a full Drupal 7 release on the day that Drupal 7 is released.</p>","http://drupal.org/project/filefield_paths","","1","Modules","Modules","1272530864"
"226","Language icons","languageicons","<p>This module provides icons for language links, both for the Language switcher block and (optionally) for node links. It is a spin-off from Internationalization (i18n) package.</p><p>As basic multilingual support is now built into Drupal 6 core, it doesn't depend anymore on any other contributed module. This module will work as simple add-in for Drupal 6.</p><p>However, for a fully enabled multilingual site, the  package is recommended.</p><p>The default icons provided are png images with a fixed height of 12 pixels and a variable width per the official dimension of the respective flag. However this module can handle other image types and sizes too. More language icons and new full collections of icons are welcome - please see  if you wish to get yours included in the standard distribution.</p><p>: I pledge that this module will have a full Drupal 7 release on the day that Drupal 7 is released.</p>","http://drupal.org/project/languageicons","http://drupal.org/files/images/languageicons.png","1","Modules","Modules","1272530864"
"227","OpenX Manager","openx_manager","<p>Control a  server from a Drupal site.
For displaying the ads, use the .
Requires OpenX 2.6 or higher.</p>","http://drupal.org/project/openx_manager","http://drupal.org/files/images/OpenX_Logo_Colourback300dpi.thumbnail.jpg","1","Modules","Modules","1272530864"
"228","RDF CCK","rdfcck","<p>The RDF CCK module allows site administrators to map each content type, node title, node body and CCK field to an RDF term (class or property).</p><p>By default, RDF CCK will create local classes and properties for all your content types and fields which will be exported at node/*/rdf. The version 2.x of RDF CCK uses the RDF external vocabulary importer module (evoc) to map your local Drupal data model to external RDF terms.</p><p>RDF CCK requires the ,  and .</p><p>Optionally RDF CCK can also expose CCK fields in RDFa by patching CCK, see .</p><p>: make sure to completely uninstall the version 1 before installing RDF CCK 2 as it introduces a new schema. Disable RDF CCK 1 and visit the ""uninstall tab"" on the modules page to uninstall it. Then install RDF CCK 2.x like any other module.</p><p>A preview of the RDF CCK module was presented in DrupalCon Szeged 2008:</p>","http://drupal.org/project/rdfcck","http://drupal.org/files/images/rdf_mappings_autoc.thumbnail.png","1","Modules","Modules","1272530864"
"229","Painted Wall","painted","<p>Painted Wall is a fixed, table-less theme, it , that allows you to easily customize the colors of the theme.</p><p>This theme is also a user-interface experiment. I intend to include all the UI improvement that I think can help to work with drupal.</p><p></p>","http://drupal.org/project/painted","http://drupal.org/files/images/painted-wall.thumbnail.png","1","Themes","Themes","1272530864"
"230","Class Act","classAct","<p>The purpose of this module suite is to provide classes for making using Drupal more classy.  Both static classes and instantiated objects are provided for controlling variables, FAPI, Schema, DB, Theming and Menus.</p><p>To date I have defined the following classes:
classAct
caDB
caSchema
caTheme
caMenu</p><p>A will have a module available soon to give you a picture of how these can be used.  There is some API level documentation now but more needs to be completed.  Once the API documentation is complete I will generate a copy and attach it to the project.</p>","http://drupal.org/project/classAct","","1","Modules","Modules","1272530864"
"231","ETS - Easy Template System","ets","","http://drupal.org/project/ets","","1","","Theme engines","1272530864"
"232","Bluemarine ETS","bluemarine_ets","<p>Bluemarine ETS is an implementation of the Bluemarine theme using the  theme engine.</p>","http://drupal.org/project/bluemarine_ets","","1","Themes","Themes","1272530864"
"233","Web Services","webservices","<p>The  module, from which Web Services was forked, may be a possible replacement depending on your requirements.</p><p>: I pledge that  module will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Let other sites to communicate with your site with this AP, just like Google, Flickr, Facebook do! Choose which sites might publish content, change user information or simply integrate a Flash application with your site.</p><p>If you want to access other sites' services, you should take a look on .</p>","http://drupal.org/project/webservices","","1","Modules","Modules","1272530865"
"234","Workflow Named Transitions","workflow_named_transitions","<p>Named transitions are an addon to the  so specific workflow transitions can have their own labels which the admin can describe relative to the beginning and ending states. With named transitions, the workflow state options can be state aware. Rather than showing the user a workflow box containing options like ""review required"" as a state in the workflow, it could say ""move to the editing department for grammar review"". That means your workflow options can show text as an action representing the flow of the workflow action as opposed to a state name.</p><p>There is a Workflow issue related to this feature: 
Depending on your version of workflow,  might prevent the labels from showing on node edit forms.</p>","http://drupal.org/project/workflow_named_transitions","","1","Modules","Modules","1272530865"
"235","Dokeos Integration","dokeos","<p></p><p>Integrates Drupal with  by providing ways to see Dokeos resources into Drupal blocks.</p><p>- SSO (Single Sign ON)
- One way account synchronization: Drupal -> Dokeos (Under development)
- Per user API keys, allows user to perform actions from Drupal to their Dokeos account
- Global API key, allows Drupal system to perform actions to Dokeos system using a Dokeos admin account
- Three blocks: Dokeos trainings, My Dokeos agenda and My Dokeos trainings</p><p>- , lead developer of Dokeos.
- 
- 
-</p><p>This module will works only with Dokeos 1.8.6 and was initially a result of   2008-10-18.</p><p>,  and</p>","http://drupal.org/project/dokeos","http://drupal.org/files/images/druplicon-dokeos.thumbnail.png","1","Modules","Modules","1272530865"
"236","Genesis","genesis","<p></p><p>. Genesis is easy to theme yet extremely flexible, giving you endless theming possibilities. Genesis makes building a standards compliant accessible theme easier than starting from scratch.</p><p>A few sites seen using Genesis:</p><p></p><p>Genesis is built and maintained by .</p><p>: I pledge that  will have a full Drupal 7 release on the day that Drupal 7 is released.</p>","http://drupal.org/project/genesis","http://i27.tinypic.com/287oemq.jpg","1","Themes","Themes","1272530865"
"237","Dataset","dataset","<p>The Dataset module is for grouping nodes together in sets. A typical use case for this module is if you are importing data from a 3rd party in to nodes and you wish to know if a piece of data is no longer in a feed. If you update all the existing items in the feed, as you parse it, so they are in a new set, then any items that were not in the feed this time will be in an older set, so you know you can delete them because they are no longer valid. Dataset includes functions for performing bulk actions on nodes in a given set or sets.</p><p></p><p>There is a Drupal 7 development snapshot available for testing. It was a fairly straightforward port, so we expect it to work right out of the box, but it is not fully tested yet. If you use this module, feedback would be gratefully received. Once tested, we can create a 7.x-1.0 release.</p><p>Created by Greg Harvey - 
Sponsored by Defaqto -  and CMS Professionals -</p><p>Please note, if you raise an issue and I do not respond after a few days, feel free to nudge me via my contact form on Drupal.org.</p>","http://drupal.org/project/dataset","","1","Modules","Modules","1272530865"
"238","Restrict Password Change","restrict_password_change","<p>At  we wanted to be able to allow some users to add other users, but not change any user's password.</p><p>This module:</p>","http://drupal.org/project/restrict_password_change","","1","Modules","Modules","1272530865"
"239","Role Change Notify","role_change_notify","<p>Send an email to a user when a new role is added to their account.  The message is configurable with a number of tokens.</p><p>: There is now a D7 version, with tests and full support of tokens and triggers.</p><p>: The 6.x-2.0 version now has trigger support, so you can send a tokenized email (with token actions module) when a role is added or removed. You can now do  when a role is added or removed, by using triggers and actions. Token module is required to do anything useful.</p><p>The Drupal 6 version has a German translation, thanks to .</p><p>I pledge that Role Change Notify will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Original development of the 5.x version was sponsored by .</p><p>The author,  is a freelance Drupal developer and is available for module development projects.</p>","http://drupal.org/project/role_change_notify","","1","Modules","Modules","1272530865"
"240","Administration theme","admin_theme","<p>#D7CX: I pledge that  will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Drupal allows you to define a different theme for administration pages (Administer -> Site configuration -> Administration theme). By default this only applies to pages with a path starting with 'admin' and content editing pages.</p><p>The Administration theme module allows you to use this theme on more pages like :
- batch processing pages
- devel node load and render pages
- coder code review pages
- pages you define yourself in the provided textarea</p><p></p><p>Some of these options will only be available to you if they apply to your installation, i.e. you have the module installed which generates these pages.</p><p>This is possible using this module. See issue  for more details.</p><p>You can add extra pages by implementing  in a module.
For Drupal 7 the hooks are  and</p>","http://drupal.org/project/admin_theme","http://drupal.org/files/images/Picture 2_5.thumbnail.png","1","Modules","Modules","1272530865"
"241","Cobalt","cobalt","<p>: I pledge that  will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>This patch has be be committed for the D7 version to work:</p><p>Cobalt is a way to control Drupal 6 made in the image of  for Mac (if you use Gnome you might be familiar with Gnome Do, another Quicksilver clone). So far it’s confirmed to work in Safari/Webkit and Firefox 3. In Firefox, and other potentially compatible browsers, Google Gears have to be installed for quicksilver to work. This is due to Cobalt’s need to store data locally for fast access.</p>","http://drupal.org/project/cobalt","http://drupal.org/files/images/Screen shot 2010-02-12 at 08.32.17.thumbnail.png","1","Modules","Modules","1272530865"
"242","Demonstration Site Install Profile","demo_profile","","http://drupal.org/project/demo_profile","","1","","Installation profiles","1272530865"
"243","Profile role","profile_role","<p>Relate profile field categories to particular roles, instead of all fields being related to all roles. Use profile to define all user data fields, but restrict which fields are related to users of a particular role. The interface allows you to relate profile field categories to roles. As the screenshot depicts, one or more roles may be assigned to a give field category.</p><p>For example you may create two roles (parent and child) and two corresponding profile field categories:</p><p>Parent
 - Employer
 - Occupation</p><p>Child
 - School
 - Grade</p><p>This module was sponsored by .</p><p>If you found this module useful please donate.</p>","http://drupal.org/project/profile_role","http://drupal.org/files/images/profile_role.thumbnail.png","1","Modules","Modules","1272530865"
"244","Chaos tool suite","ctools","<p>This suite is primarily a set of APIs and tools to improve the developer experience. It also contains a module called the Page Manager whose is to manage pages. In particular it manages panel pages, but as it grows it will be able to manage far more than just Panels.</p><p>For the moment, it includes the following tools:</p>","http://drupal.org/project/ctools","","1","Modules","Modules","1272530865"
"245","Drush extras","drush_extras","<p>The current code in Drush extras is obsolete. All its functionality is now in core .</p><p>Shortly, Drush extras will resume active status as a place where auxiliary drush commands may be found.  Typically, these ""extra"" commands will not be suitable for drush core due to limitations; for example, some may only support certain platforms, and others might require customization before use.</p><p>There are a couple of patches in the ; a dev build with a couple of commands will be released shortly.</p>","http://drupal.org/project/drush_extras","","1","Modules","Modules","1272530865"
"246","Acquia Network Connector","acquia_connector","<p>enhances the Drupal experience by providing the support and network services to operate a trouble-free Drupal website. Subscribers to the Acquia Network gain access to remote network services, documentation and the Acquia Network’s subscriber forums. Premium subscriptions provide web-based ticket management, as well as email and telephone support.</p><p>These modules allow you to connect any Drupal 6.x site to the Acquia Network. Acquia also has a distribution of Drupal called Acquia Drupal which is composed of purely open source GPL licensed components. If you are looking for a quick start with Drupal,  might be of great use for you.  (Note that a few Acquia Network services, such as the update notification and code modification detection services, currently  work with Acquia Drupal.)</p><p>: The Acquia Network Connector will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>: Enables secure communication between your Drupal sites and the Acquia Network to monitor uptime, check for updates, and collect site information.</p>","http://drupal.org/project/acquia_connector","http://drupal.org/files/images/acquia_logo.gif","1","Modules","Modules","1272530865"
"247","OpenX","openx","<p>: I pledge that OpenX will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Show ads from a  server. OpenX is a open source online program that will allow you to catalog and display advertisers, just like Google, Yahoo or Microsoft. This module allows you to show some ads in your site.</p>","http://drupal.org/project/openx","http://drupal.org/files/images/OpenX_Logo.thumbnail.jpg","1","Modules","Modules","1272530865"
"248","Block Cache Alter","blockcache_alter","<p>: I pledge that Block Cache Alter will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Alter cache settings per block. Cache settings per block are now set in code, but if you don't like the default - usually none - you can now easily change this. Install this to speed up block rendering for authenticated users.</p><p>If you're concerned about block caching, take a look at  . Also, views block caching is restored since views 6.x-2.6, see .</p>","http://drupal.org/project/blockcache_alter","http://drupal.org/files/images/block_cache_alter.thumbnail.png","1","Modules","Modules","1272530865"
"249","Nodes In Block","nodesinblock","<p>: I pledge that Nodes in block will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Nodes in block makes it possible to add nodes into a block. A number of configurable blocks are generated which you can assign to a region. Visibility settings of this block are automatically set to 'Show on only the listed pages'. On the node content form, you define the weight and visibility per node thus making it easier for content administration as all your content is now in the same place. With this module, you don't have to explain your customers how blocks work but is still able to decide on which pages content must be rendered.</p>","http://drupal.org/project/nodesinblock","http://drupal.org/files/images/nodesinblock.gif","1","Modules","Modules","1272530865"
"250","BlogSpam","blogspam","<p>Provides a plugin for  for Drupal.</p><p>The admin/configuration pages are working fine in drupal 7 alpha 1.</p><p>An API change on how comments are validating has stopped the actual checking of comments - and I need to figure out how to trigger this in d7.</p><p>This is mentioned here:</p><p>We were not using comment_validate directly - but we were using the validate $op in hook_comment. This hook has been split out into several - and none of them are hook_comment_validate - so I need to investigate this further. The first one that springs to mind is hook_comment_presave but I think that this is later in the chain than the original validation.</p><p>From the blogspam site:</p>","http://drupal.org/project/blogspam","","1","Modules","Modules","1272530865"
"251","Scoutle","scoutle","<p>Support for the  social networking service.  It enables the use of Scoutle stages that can be embedded in websites which connect blogs to other related blogs.  For a website to embed a stage, the website has to be registered with a scout on Scoutle, which will give you the scout hash necessary for configuring the stage.</p><p>This module is limited to a single scout per Drupal installation, so it will not be appropriate for Drupal sites with multiple blogs which have separate scouts, i.e. if the blogs are registered separately at Scoutle.</p><p>Install as usual, see  for further information about the usual procedure to install Drupal modules.  See README.txt for further information on how to configure the Scoutle module.</p>","http://drupal.org/project/scoutle","http://drupal.org/files/images/Scoutle stage.thumbnail.png","1","Modules","Modules","1272530865"
"252","Add another","addanother","<p>Add another displays a message after a user creates a node, and/or displays an ""Add another"" tab on nodes allowing them to make another node of the same type.  You can control what roles and node types see this feature.</p><p>Add another is an attempt to check one of the items (#5 on my list actually) off the .  It was coded in about 30min, and adds a feature that's been bugging me for quite some time.</p><p>: I pledge that this module will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p></p>","http://drupal.org/project/addanother","http://drupal.org/files/images/Untitled_9.thumbnail.png","1","Modules","Modules","1272530865"
"253","Book Delete","book_delete","<p>Book Delete adds the ability to delete entire books to the book administration page (admin/content/book).
It uses a batch operation to allow deletion of large books.</p><p>Created by  for .</p>","http://drupal.org/project/book_delete","","1","Modules","Modules","1272530865"
"254","Cherry Blossom","cherryblossom","<p>: I pledge that  will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Designed by  of , converted from WordPress to Drupal by . Overwhelmingly pink.</p>","http://drupal.org/project/cherryblossom","http://drupal.org/files/images/screenshot_31.png","1","Themes","Themes","1272530865"
"255","mulpo","mulpo","<p>I pledge that mulpo will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Mulpo is the new theme for mulpo.com. It is a simple clean theme with semantic markup, ideal for blogs. The mulpo theme manages to look very stylish with just one background image, all the rest is done with CSS. The current release of the mulpo theme has semantic clean markup, and is very very lightweight. Mulpo has only been tested in Firefox and Safari.</p><p>You can find an article about some of the best Drupal themes  here:</p><p>This theme was featured in these blog posts:</p>","http://drupal.org/project/mulpo","http://drupal.org/files/images/mulpo.thumbnail.jpg","1","Themes","Themes","1272530865"
"256","Per-Bundle Storage","pbs","<p>Per-Bundle Storage (PBS) is a Field API contrib module that stores all values for all limited-value fields in a bundle in a single table row. Per-bundle storage is the analog of pre-Field API CCK's per-content-type storage and thus provides the same benefits (namely, loading all such fields in a single query).  In fact, PBS stores more fields in its per-bundle tables than CCK did:</p><p>Both of these improvements allow a greater number of fields to be loaded in a single query than was possible with CCK.</p>","http://drupal.org/project/pbs","","1","Modules","Modules","1272530865"
"257","URL alter","url_alter","<p>URL alter is a utility module that adds two new hooks for other modules to implement: hook_url_inbound_alter() and hook_url_outbound_alter(). These hooks also replace the need for the special, silly custom_url_rewrite_inbound() and custom_url_rewrite_outbound() functions commonly found in settings.php.</p><p>It also provides an interface for administrators to enter in their own hook_url_alter code without needing to create a custom module.</p>","http://drupal.org/project/url_alter","","1","Modules","Modules","1272530865"
"258","NineSixty (960 Grid System)","ninesixty","<p>This theme is based on the . Details on its background can be found in a  by Nathan Smith.</p><p>NineSixty is a base theme with all the files provided by the 960 Grid System. From the sketch sheets to all the styles from the framework are included. There are a few modifications so it better fits into Drupal. All the details are inside the  file.</p><p>Any modifications should be done from sub-themes. All that's needed is a ""base theme"" entry within your sub-theme's .info file pointing to ""ninesixty"". For example, .</p><p>It is not simply a grid based layout system. It helps workflow by allowing better communication between developers, information architects, visual designers or anyone involved. The sketch sheet can be used for the rough initial designs by the visual designer. Meanwhile the OmniGraffle and Visio templates can be used by the IA. From there the Photoshop and Fireworks templates are provided to refine the sites graphics and layout. From start to finish with all sides involved, this helps everyone share a common visual language.</p><p>Even if you are the only one developing a site. The simple layout system is very easy to implement freeing you to other more important tasks.</p>","http://drupal.org/project/ninesixty","","1","Themes","Themes","1272530865"
"259","Media: YouTube","media_youtube","<p></p><p>Provides support for the YouTube video provider for .</p><p>Note that if you're using the  module, this will also add the capability to send harvested videos to YouTube and store the resulting video in your Embedded Video Field!</p><p>The Drupal 6 version currently only works with the  branch of  until  is resolved.</p><p></p><p>Creates a YouTube PHP Stream Wrapper for Resource and implements the various formatter and file listing hooks in the  module.</p>","http://drupal.org/project/media_youtube","http://drupal.org/files/images/emfield-youtube.thumbnail.png","1","Modules","Modules","1272530865"
"260","Disable user language","dul","<p>The module disables the language selector in the user profile form for all the users but the first user.
The default language for the site is still selectable in the language settings page ().</p><p>The , and the  versions contain a bug that has been resolved in the  version; if you are still using those versions, update to the latest version.</p><p>Starting with the  version, the language selector will be shown in the user profile form for the accounts that have the  permission. The feature is already present in the latest development snapshot.</p>","http://drupal.org/project/dul","","1","Modules","Modules","1272530865"
"261","Module package","mopa","<p>This module alters the modules' package information used to group the modules in the modules page.
It doesn't change the content of the  files used by projects; therefore, it doesn't require you change the settings each time a new release is installed.</p><p>If you installed the module before May 5, uninstall it before to update it to the latest version. The code developed before May 5 was only test code that should not have made publicly available.</p>","http://drupal.org/project/mopa","","1","Modules","Modules","1272530865"
"262","Storage API","storage_api","<p>Storage API is a framework for enterprise-level file storage and serving / streaming.</p><p>It has the following features:</p>","http://drupal.org/project/storage_api","","1","Modules","Modules","1272530865"
"263","IMCE Wysiwyg bridge","imce_wysiwyg","<p>Allows to use  module with  module.</p><p>Patches to add support for other editors are welcome.</p>","http://drupal.org/project/imce_wysiwyg","","1","Modules","Modules","1272530865"
"264","Bubbletimer","bubbletimer","<p>: I pledge that services will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Bubbletimer allows you to save your activities easily, check your monthly report, analyze your time schedule, find and eliminate time wasting activities, track your employees' working hours on different projects. The concept of Bubbletimer was originally developed by .</p><p>Bubbletimer uses nodes as activities. Each activity (you selected) has it's own time line with 15 minutes slots. The form shows you one day at a time. To register your activity you mark the time slots for the appropriate activity.
The module provides reports and charts  that allows you to analyze activities in custom time ranges.</p>","http://drupal.org/project/bubbletimer","http://drupal.org/files/images/bt_preview.thumbnail.jpg","1","Modules","Modules","1272530865"
"265","Equal Heights jQuery","equalheights","<p>This modules implements a  that can equalize the height of the elements of the specified class.</p><p>To use it, give the elements the same class, then go to the administration interface and add this class (separate multiple classes by a space). By default, it sets the height to the height of the tallest element but you can also specify minimum and maximum height.</p><p>Important note: there're known issues with resizing text in blocks when the height stays the same after the resize. The best usage for this module is for the fixed width elements such as sidebars.</p>","http://drupal.org/project/equalheights","","1","Modules","Modules","1272530865"
"266","Migrate","migrate","<p>The migrate module provides a flexible framework for migrating content into Drupal from other sources (e.g., when converting a web site from another CMS to Drupal). Out-of-the-box, support for creating core Drupal object including nodes, users, and comments is included - hooks permit migration of other types of content.</p>","http://drupal.org/project/migrate","","1","Modules","Modules","1272530865"
"267","Views random seed","views_random_seed","<p>: I pledge that Views random seed will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Adds a random order handler with seed. If a constant integer argument N is specified in the sql RAND() function, it is used as the seed value, which produces a repeatable sequence of column values. This makes it possible to have  and not having items show up twice.</p><p>- MySQL:  about RAND() and the optional integer argument.
- PostgreSQL:  about RANDOM() and the 'select setseed' function.</p>","http://drupal.org/project/views_random_seed","http://drupal.org/files/images/Picture 1_16.thumbnail.png","1","Modules","Modules","1272530865"
"268","Chameleon","chameleon","<p>These are the Chameleon theme and its sub-theme Marvin that were in Drupal 6. They were removed from Drupal 7, but will live on as contributed themes at this location.</p>","http://drupal.org/project/chameleon","http://drupal.org/files/images/screenshot_34.png","1","Themes","Themes","1272530865"
"269","Daleri Structure","daleri-structure","<p>This is a port of the  series of Themes by . Currently there are three themes which are ,  and . This is the fourth set of themes I () have ported to Drupal.</p><p>Andreas states () """"</p><p></p><p>This theme has the following features:</p>","http://drupal.org/project/daleri-structure","http://drupal.org/files/images/screenshot-drupal.org__3.thumbnail.png","1","Themes","Themes","1272530865"
"270","PocketT","pockett","<p>PocketT is a free (GNU GPL) Drupal 7 theme originally created by Nyssa Brown Design and ported to Drupal 7 by CrashTest_. Its sole purpose is to be compact and focus on blogging, while still maintaining an interesting yet simple design.</p><p>I have added a sidebar for those who need it.  The original had no sidebars, however I believe we need someplace to put the login box, and navigation menu.  You can leave the sidebar empty and it will not show up, and you will be left with the original clean single column design.</p><p>It is standards compliant, and has been tested successfully in IE6 and FF3.  Please let me know if you find any inconsistencies in other browsers, and I will address them at that point.</p>","http://drupal.org/project/pockett","http://drupal.org/files/images/pockettss.thumbnail.png","1","Themes","Themes","1272530865"
